latitude,longitude,elevation_m,slope_deg,distance_to_river_m
24.25,86.549995,272.0,0.5809756560165282,813.0139393027224
24.25,86.65,234.0,0.449096827743743,1405.8947203774192
24.25,86.75,198.0,0.23217643053418704,459.4744670228819
24.25,86.85,190.0,0.22405633861197252,313.4918727106184
24.25,86.95,278.0,0.7428592195664313,3270.5870561702673
24.25,87.049995,219.0,0.4135878535405771,1253.6399762216172
24.25,87.15,153.0,0.35881436078132606,220.1912816845218
24.25,87.25,147.0,0.47573508989926666,1509.2554262268936
24.25,87.35,155.0,0.6823358041991637,1267.2914190316942
24.25,87.45,144.0,0.6156686521838418,694.9682915694736
24.25,87.549995,99.0,2.3236379632643613,902.519549601699
24.25,87.65,59.0,0.6723230699572839,313.4918726440494
24.25,87.75,44.0,0.06411790819890432,626.9860759929868
24.25,87.85,34.0,0.05472416893454193,211.2152365236772
24.25,87.95,29.0,0.13812395107384354,963.5723062800022
24.25,88.049995,23.0,0.15571379025330617,1079.300716299934
24.25,88.15,37.0,0.06455503584879584,2048.545799655108
24.25,88.25,21.0,0.06017710420040761,313.4918727054042
24.25,88.35,20.0,0.0,314.8172811193046
24.25,88.45,22.0,0.0437276869374781,626.9860760520817
24.35,83.049995,277.0,0.7539992487314383,2057.0838505875563
24.35,83.15,193.0,0.8180466640533067,311.0035827064035
24.35,83.25,295.0,0.5041326363815506,2407.5178126432725
24.35,83.35,232.0,0.29380795112992436,493.58121097126553
24.35,83.45,358.0,0.8411281305029408,2401.5401843979043
24.35,83.549995,278.0,2.189191812575649,1477.8484993137572
24.35,83.65,294.0,1.0739648037514966,2439.3777990729864
24.35,83.75,186.0,0.47989140952389636,312.0327535675479
24.35,83.85,179.0,0.6460806355459243,1828.1987864317925
24.35,83.95,216.0,1.4153356552189378,388.6399110037164
24.35,84.049995,225.0,0.5535801215225643,960.4687624444028
24.35,84.15,283.0,0.8003896808525621,1723.1454573637789
24.35,84.25,263.0,0.5608418942147567,1716.0944078527054
24.35,84.35,298.0,0.8022196915863804,2532.5862528208413
24.35,84.45,305.0,1.549076689219863,925.1918852431455
24.35,84.549995,216.0,0.218673125486291,898.8751980132027
24.35,84.65,226.0,0.4390555522929188,211.0488546435602
24.35,84.75,315.0,1.9650694235160755,2393.0716399261105
24.35,84.85,205.0,0.46231301930247826,831.338025264682
24.35,84.95,382.0,1.4984485913609247,6.217709557198186e-08
24.35,85.049995,367.0,0.981423817480014,377.4981736093766
24.35,85.15,403.0,0.3269336817102195,3487.626527020637
24.35,85.25,396.0,0.26344403631636293,1055.244273121104
24.35,85.35,389.0,0.2759641416594506,2100.1287614531643
24.35,85.45,379.0,0.07071285342272222,1158.3031277282446
24.35,85.549995,355.0,0.4016624280402664,313.0388996328992
24.35,85.65,345.0,0.18224827702373186,726.3059590623627
24.35,85.75,339.0,0.17330364774481288,231.65609721693858
24.35,85.85,346.0,0.3251028332548809,236.6474573263629
24.35,85.95,343.0,0.3285606298007772,1348.3707567997171
24.35,86.049995,328.0,0.46173471143142614,697.9898821013918
24.35,86.15,379.0,0.2067632914840391,3487.6265270304625
24.35,86.25,342.0,0.3386142280701336,1958.3614194633935
24.35,86.35,339.0,0.38931509923490826,1152.4909163077368
24.35,86.45,261.0,0.2604401451177395,466.6144948452994
24.35,86.549995,245.0,0.5745163965338856,1159.222103598263
24.35,86.65,241.0,0.4735004604249809,1348.3707567997171
24.35,86.75,226.0,0.47842315727801926,1018.2276293460517
24.35,86.85,232.0,0.38064538411112986,1370.2931105763569
24.35,86.95,238.0,0.5785521747446476,1018.2276293439146
24.35,87.049995,217.0,0.35229170136010407,1934.0650323202422
24.35,87.15,170.0,0.548874447792489,2224.8104719361468
24.35,87.25,176.0,0.2642010362544064,1289.1003131936804
24.35,87.35,164.0,0.4018240192212037,850.6257792097856
24.35,87.45,133.0,0.2122141931765946,638.0099040893532
24.35,87.549995,141.0,0.9740218506804967,1923.826611888737
24.35,87.65,59.0,0.30121646883932585,254.1305060961981
24.35,87.75,63.0,0.4465691329141698,813.104302061613
24.35,87.85,42.0,0.09500378869004127,249.13155839801496
24.35,87.95,30.0,0.09197221730905852,771.3563406979395
24.35,88.049995,36.0,0.16102526266870257,963.7042872751492
24.35,88.15,23.0,0.024709179949419093,313.3798005835474
24.35,88.25,22.0,0.0809415857331216,729.090444566278
24.35,88.35,21.0,0.024709179949419093,6.193422139775652e-08
24.35,88.45,19.0,0.0,962.9645049660313
24.449999,83.049995,216.0,1.222240085239976,1241.9452241785332
24.449999,83.15,186.0,0.9059081745588785,939.7268500768757
24.449999,83.25,187.0,0.039550224873487264,338.755676464946
24.449999,83.35,211.0,1.133456993262251,2313.852040097226
24.449999,83.45,192.0,0.374156567217586,939.7268500253783
24.449999,83.549995,241.0,3.0839680052417306,1177.338340639749
24.449999,83.65,283.0,2.4199449027181856,1452.6182441085311
24.449999,83.75,220.0,0.8082690265566672,2195.967780342766
24.449999,83.85,147.0,0.20813472910723582,628.5436829757439
24.449999,83.95,226.0,4.826559343399829,1865.3172519684879
24.449999,84.049995,195.0,0.9350782897190862,956.8228528813671
24.449999,84.15,208.0,1.1431813226170757,421.76367617417105
24.449999,84.25,233.0,1.5240501289124424,664.8263237444206
24.449999,84.35,247.0,0.6559181933291116,1625.9460561868316
24.449999,84.45,201.0,0.28739053675295717,1301.7146043874193
24.449999,84.549995,189.0,0.15820052259085865,378.0992350698196
24.449999,84.65,204.0,0.49129141198830756,2114.256841945188
24.449999,84.75,192.0,0.2591242838018969,1443.5605479532624
24.449999,84.85,173.0,0.2863226717522414,449.8745872705869
24.449999,84.95,185.0,0.3139128946403754,1489.6453690870337
24.449999,85.049995,187.0,0.579740258309739,1252.7875295817337
24.449999,85.15,185.0,0.28633703828084806,673.7579530411903
24.449999,85.25,294.0,1.0037293756186576,807.4866410195533
24.449999,85.35,378.0,0.6560375759812407,1253.1281369757512
24.449999,85.45,396.0,0.20690873108717384,2684.284979099416
24.449999,85.549995,389.0,0.19041662861754857,1253.3420322920763
24.449999,85.65,380.0,0.3060909560013658,463.2009994696585
24.449999,85.75,382.0,0.573340452190431,1579.799408662487
24.449999,85.85,395.0,0.2722680134078242,2375.1964134143172
24.449999,85.95,365.0,0.43681133991107995,1347.430656031362
24.449999,86.049995,370.0,0.3396943173126413,2787.7129219777307
24.449999,86.15,357.0,0.2908951381781321,1824.587873812618
24.449999,86.25,356.0,0.419644869333078,1062.1544851293127
24.449999,86.35,310.0,0.15799378208825507,313.1851266058315
24.449999,86.45,308.0,0.5249735866608721,1879.6370042203032
24.449999,86.549995,271.0,0.468305460434316,754.9247183406677
24.449999,86.65,224.0,0.248983798447171,565.9380597637053
24.449999,86.75,242.0,0.6440756154709493,2369.28116105855
24.449999,86.85,247.0,0.4614906141436965,1580.3329725265924
24.449999,86.95,230.0,0.18290594761984358,850.5501025542377
24.449999,87.049995,206.0,0.33631796872292957,1543.6395184828648
24.449999,87.15,178.0,2.937986572418588,1354.3029334768455
24.449999,87.25,184.0,0.6053546585749713,939.8701819463781
24.449999,87.35,203.0,0.3421341303981896,835.1390582031382
24.449999,87.45,188.0,3.1540163949357276,1265.2909888686306
24.449999,87.549995,127.0,0.930111344699437,421.25755980378085
24.449999,87.65,69.0,0.17678166233469125,1219.545539302689
24.449999,87.75,54.0,0.17828536900134612,2189.1951158913453
24.449999,87.85,31.0,0.03468926986653232,269.4930867750723
24.449999,87.95,29.0,0.19320152793441886,632.7821817730347
24.449999,88.049995,28.0,0.2582427767780881,1881.6560445219293
24.449999,88.15,22.0,0.1729637449563107,709.9619339770943
24.449999,88.25,23.0,0.17330364774481288,726.363843493788
24.449999,88.35,23.0,0.3336117618657213,1494.233999326469
24.449999,88.45,22.0,0.2877576707758097,1250.3988577330433
24.55,83.049995,190.0,0.2659491914729578,333.5533274254105
24.55,83.15,495.0,1.7672091470108655,234.73705326552079
24.55,83.25,478.0,2.6846638880457356,926.624388663338
24.55,83.35,467.0,2.6554645566164234,2658.7764744610595
24.55,83.45,557.0,1.1932271325223347,3304.20375499892
24.55,83.549995,567.0,3.98311185523541,2178.497871080637
24.55,83.65,290.0,9.759893060422954,926.6243887457412
24.55,83.75,165.0,1.3206665228173768,6.194535463585778e-08
24.55,83.85,146.0,0.3511894910449142,312.5282817965257
24.55,83.95,127.0,0.07057500232630595,647.720956447862
24.55,84.049995,148.0,0.2032788787879025,130.05338084233597
24.55,84.15,160.0,0.3353258210788706,1490.146912611495
24.55,84.25,158.0,0.1393310063187634,632.3402299701628
24.55,84.35,168.0,1.9571959378557156,557.7375528359161
24.55,84.45,200.0,2.3225903886369617,166.40021659139197
24.55,84.549995,317.0,0.7442219487760254,2566.145916976785
24.55,84.65,219.0,1.5394762167889544,661.57326061318
24.55,84.75,150.0,0.23087110414543238,153.296137130038
24.55,84.85,157.0,0.11744821600438346,1976.7483515024066
24.55,84.95,146.0,0.24141345184491111,1330.35951567851
24.55,85.049995,154.0,0.2533936229648636,860.9671093303436
24.55,85.15,163.0,0.2065947250513872,316.7042616119298
24.55,85.25,179.0,0.3566856913678831,974.0696682725711
24.55,85.35,244.0,1.945815876077168,1166.0157397135533
24.55,85.45,200.0,0.6001153057528673,339.31805105398905
24.55,85.549995,344.0,1.7720043767688378,2684.1758917156776
24.55,85.65,391.0,0.2098252486162102,2781.332516206912
24.55,85.75,322.0,0.6512219967353675,1015.6809151922208
24.55,85.85,311.0,2.383194921591642,1907.478536304093
24.55,85.95,211.0,0.9095788980909194,1358.2631432352903
24.55,86.049995,288.0,1.420578193672028,1077.1419460143443
24.55,86.15,381.0,1.6623072413002842,1923.6555973591135
24.55,86.25,308.0,0.8728132650324468,1319.5395483824216
24.55,86.35,302.0,0.5580540996237017,2797.3010749168825
24.55,86.45,297.0,0.45926045801712195,961.8155335213345
24.55,86.549995,295.0,0.059896042954725004,2571.2048458927197
24.55,86.65,260.0,0.3511894910449142,660.72962707554
24.55,86.75,241.0,0.5360901894925357,2558.9304014693926
24.55,86.85,238.0,0.37968374420740353,344.1701221452537
24.55,86.95,222.0,0.4253311927609747,2702.5624292884545
24.55,87.049995,192.0,0.34660412446294486,1053.0650995379922
24.55,87.15,196.0,0.4682480939225908,231.65609721976787
24.55,87.25,220.0,0.47733754022309305,2351.322855497765
24.55,87.35,148.0,0.3237631122678162,545.0754280065331
24.55,87.45,137.0,1.5170527648437429,463.31219439568173
24.55,87.549995,130.0,2.0881771618377756,784.1653089350328
24.55,87.65,81.0,0.3111592074419053,1078.7466997497781
24.55,87.75,67.0,0.7930846524268836,635.7249413217651
24.55,87.85,29.0,0.18053078155028257,735.5516867044034
24.55,87.95,23.0,0.026953794969756417,3285.536133382009
24.55,88.049995,26.0,0.05164889111068427,1876.5827838215193
24.55,88.15,15.0,0.14048148760021675,313.15450373877104
24.55,88.25,20.0,0.09264490948772618,508.9765935532593
24.55,88.35,37.0,0.27083638259830106,1958.1083323998364
24.55,88.45,33.0,0.17315373810730425,1957.769313462312
24.65,83.049995,332.0,0.9244108041974503,1922.8201661899611
24.65,83.15,319.0,0.15820052259085865,2055.629640147935
24.65,83.25,328.0,0.12815969266840882,1167.8100493062304
24.65,83.35,405.0,1.058976484076026,939.1309303877753
24.65,83.45,397.0,0.41452037718975854,1692.212766132453
24.65,83.549995,412.0,3.3298089516663794,1747.0774965050653
24.65,83.65,527.0,0.41977288128316015,1713.94598550974
24.65,83.75,506.0,1.0232174460048553,1629.490078833378
24.65,83.85,534.0,1.5300020079882173,1822.1455885090681
24.65,83.95,134.0,1.0111819081635534,215.9426972001965
24.65,84.049995,130.0,0.22125003903801455,312.699282362714
24.65,84.15,130.0,0.1431224931648656,717.4285807452229
24.65,84.25,133.0,0.10363442315413164,453.31203313479307
24.65,84.35,129.0,0.1170644668174413,660.5416837874413
24.65,84.45,131.0,0.07001489753420333,1981.4760325094253
24.65,84.549995,130.0,0.2926745832868154,347.8824468768582
24.65,84.65,139.0,0.2885880016227136,1558.2567978728287
24.65,84.75,133.0,0.25360192514137553,449.4498713715309
24.65,84.85,138.0,0.14048148760021675,2568.6380191386093
24.65,84.95,130.0,0.2422133141632591,643.5480300574688
24.65,85.049995,127.0,0.13812395107384354,694.9684751806544
24.65,85.15,141.0,0.17507718564017494,1376.7652795838144
24.65,85.25,141.0,0.15287163233718137,321.0747889433553
24.65,85.35,137.0,0.20988925716723159,755.2255782650799
24.65,85.45,141.0,0.20988925716723159,610.0048112868125
24.65,85.549995,154.0,0.40785694521623084,312.70163652742514
24.65,85.65,306.0,1.1517259899383752,566.5645889894445
24.65,85.75,202.0,0.3766102597063224,313.04128092234987
24.65,85.85,194.0,0.6097659311382497,1158.2804859255452
24.65,85.95,232.0,3.201328279832629,561.2436736093952
24.65,86.049995,271.0,0.4477737404281448,1752.1368132393345
24.65,86.15,349.0,3.374807090696648,2516.477641482069
24.65,86.25,162.0,0.2999279991334288,626.0849243973461
24.65,86.35,166.0,0.5185480011805593,662.6454894706851
24.65,86.45,276.0,0.601601999909415,1389.936583101459
24.65,86.549995,253.0,0.7334499540742287,1150.6512432797522
24.65,86.65,261.0,0.378753120319063,2825.761868926955
24.65,86.75,209.0,0.47955922571991,1473.8209752777527
24.65,86.85,196.0,0.1848461483588258,2242.9017021107165
24.65,86.95,182.0,0.5331156816192293,1267.5176839399878
24.65,87.049995,165.0,0.6620371524049629,782.9542349680946
24.65,87.15,181.0,0.7619904127717345,1894.9126820202894
24.65,87.25,224.0,0.4214377068112314,1746.9529118908697
24.65,87.35,203.0,0.7640795468345096,1252.1792986115138
24.65,87.45,324.0,1.6972997250655317,1158.2804858371298
24.65,87.549995,131.0,1.5353686364888923,729.5881104746923
24.65,87.65,58.0,0.6459992591605459,1689.3780824880132
24.65,87.75,36.0,0.23161121399311288,365.7733129530576
24.65,87.85,30.0,0.26180070431988084,2095.5073929136615
24.65,87.95,26.0,0.0829950638647367,1900.4928102357876
24.65,88.049995,24.0,0.1777775230069332,1261.0359243945388
24.65,88.15,23.0,0.12678834096698222,694.78687704034
24.65,88.25,22.0,0.05164889111068427,1730.155480659236
24.65,88.35,32.0,0.18661675662650953,442.70791707045584
24.65,88.45,38.0,0.23279810785035576,2946.8684127635797
24.75,83.049995,301.0,0.12678834096698222,243.2451815662712
24.75,83.15,311.0,0.32361269039220436,2566.7269807359244
24.75,83.25,304.0,0.49359145885625466,2054.9159887975957
24.75,83.35,337.0,0.16183876397194016,1653.1130357956515
24.75,83.45,338.0,0.5926193147347862,627.558071344535
24.75,83.549995,405.0,0.3009376444156759,631.6356144496879
24.75,83.65,392.0,1.8356526893924134,1820.8181461924382
24.75,83.75,235.0,6.4003633098434225,726.114035959052
24.75,83.85,276.0,2.1526282584570433,672.2974365658389
24.75,83.95,478.0,1.8073322736453006,2503.487776717549
24.75,84.049995,118.0,0.419644869333078,588.5249414537546
24.75,84.15,122.0,0.10073377828987132,812.4183614971761
24.75,84.25,118.0,0.09423098878344721,1641.7030061352868
24.75,84.35,116.0,0.1722517102598528,375.7676643156103
24.75,84.45,104.0,0.11427752566819796,538.5477827546136
24.75,84.549995,102.0,0.07412750308454868,1051.4635867329143
24.75,84.65,108.0,0.16906856347266522,841.507613216024
24.75,84.75,117.0,0.05771806889366317,464.52614640417204
24.75,84.85,114.0,0.07001489753420333,632.5041914958389
24.75,84.95,115.0,0.33651201502825473,2035.3773694538727
24.75,85.049995,115.0,1.012185657698124,1853.2488461355385
24.75,85.15,171.0,5.650141547875892,2744.7161064029006
24.75,85.25,119.0,0.10413007369908074,672.2974365742809
24.75,85.35,113.0,0.19542160298956793,330.8119817675242
24.75,85.45,115.0,0.19767266756221058,984.1162747326924
24.75,85.549995,116.0,0.1623566604338936,939.1296700766966
24.75,85.65,122.0,0.7427236173436532,659.552639284603
24.75,85.75,139.0,0.8036085154614774,1991.2700097184506
24.75,85.85,161.0,0.865125641839128,1082.3712057264768
24.75,85.95,268.0,1.711966342746185,2779.8731660681733
24.75,86.049995,190.0,0.696807246161863,467.47946637460035
24.75,86.15,143.0,0.6456301457020387,1245.1272944713303
24.75,86.25,133.0,0.3333535740267267,1077.0998700192877
24.75,86.35,138.0,0.4721289233330815,1904.721387901553
24.75,86.45,253.0,1.6406837024593994,1051.8845163248802
24.75,86.549995,226.0,0.9416633124462146,1574.7015021225252
24.75,86.65,183.0,0.6331232828629874,672.3073681485173
24.75,86.75,179.0,0.3309069282726155,420.753806585463
24.75,86.85,147.0,0.7725152570935243,566.4572165536289
24.75,86.95,142.0,0.14002958596803414,2298.8635494340315
24.75,87.049995,125.0,0.15536476786424577,1536.3511622626982
24.75,87.15,128.0,0.4086122250851696,2744.6704256872213
24.75,87.25,119.0,0.3386142280701336,672.2974364826239
24.75,87.35,150.0,0.5925513360531727,2185.407823622311
24.75,87.45,138.0,3.295904920301004,312.37327597028116
24.75,87.549995,280.0,1.7335557998880242,1440.5174358817712
24.75,87.65,101.0,0.7208918860552775,314.37955994540596
24.75,87.75,34.0,0.23185767253348052,312.92530563181447
24.75,87.85,33.0,0.46449274050630585,2142.554706295832
24.75,87.95,22.0,0.22593123836263204,1496.3602903057724
24.75,88.049995,26.0,0.03468926986653232,353.73910457217227
24.75,88.15,23.0,0.11865052385892393,480.3075530716754
24.75,88.25,27.0,0.061763302896180164,480.30755299064714
24.75,88.35,25.0,0.1777775230069332,648.2948377813715
24.75,88.45,40.0,0.2108250918922158,1743.128224422526
24.85,83.049995,295.0,0.18271078370248497,2683.539413316339
24.85,83.15,278.0,0.4023232068016097,726.0649230229651
24.85,83.25,279.0,0.3396943173126413,1293.6218605300292
24.85,83.35,266.0,0.7347387270657039,1039.9928481086888
24.85,83.45,305.0,0.8167548605592679,2035.0502675013938
24.85,83.549995,384.0,1.6531200359922893,2302.3503545173667
24.85,83.65,139.0,4.534571369285219,698.4326179418604
24.85,83.75,112.0,0.2583819873388558,1526.292089892729
24.85,83.85,108.0,0.3107272509928026,630.7788041149535
24.85,83.95,196.0,6.097896154881429,3757.9191928062896
24.85,84.049995,121.0,3.12195806501751,812.493004193527
24.85,84.15,103.0,0.0437276869374781,373.89124309981077
24.85,84.25,106.0,0.15799378208825507,2213.9261678104563
24.85,84.35,101.0,0.06411790819890432,326.78451259766666
24.85,84.45,99.0,0.057815437218845404,765.9631087576199
24.85,84.549995,89.0,0.06411790819890432,1021.2966306946248
24.85,84.65,102.0,0.06908790144130637,1079.08711787982
24.85,84.75,104.0,0.08876414296088622,407.5750674271305
24.85,84.85,106.0,0.06411790819890432,958.688770804815
24.85,84.95,101.0,0.2695359812551771,384.6421502748373
24.85,85.049995,104.0,0.06886517363947979,1076.764488276327
24.85,85.15,98.0,0.09250465057125552,828.98276883646
24.85,85.25,100.0,0.10902632305980736,527.6145511744585
24.85,85.35,95.0,0.11543602064354841,521.5989901638419
24.85,85.45,92.0,0.12823565580663238,1148.6397360852402
24.85,85.549995,94.0,0.07001489753420333,1524.649211727626
24.85,85.65,99.0,0.09423098878344721,3248.861103484834
24.85,85.75,93.0,0.20988925716723159,1343.6296798852245
24.85,85.85,93.0,0.16183876397194016,231.84686604138417
24.85,85.95,342.0,2.898976655551009,3270.815033756976
24.85,86.049995,223.0,1.496251147244216,1251.570032021733
24.85,86.15,381.0,2.072955157445624,3759.775958170122
